5000   0
10000   0
15000   0
20000   0
25000   0
30000   0
35000   0
40000   0.311999
45000   0
50000   0
55000   0.624003
60000   0.311999
65000   0.311999
70000   0.311999
75000   0.623999
80000   0.311999
85000   0.312004
90000   0.311999
95000   0.311999
100000   0.311999
105000   0.311999
110000   0.624003
115000   0.311999
120000   0.311999
125000   0.623999
130000   0.624022
135000   0.935998
140000   0.935998
145000   0.936003
150000   1.248
155000   1.248
160000   0.935998
165000   1.248
170000   1.56
175000   2.18402
180000   1.248
185000   1.248
190000   2.184
195000   1.248
200000   1.56002
205000   1.872
210000   2.184
215000   1.248
220000   1.56
225000   1.872
230000   1.87202
235000   1.56
240000   2.184
245000   2.184
250000   2.184
255000   2.18402
260000   1.56
265000   2.496
270000   2.808
275000   2.496
280000   2.49602
285000   1.872
290000   2.184
295000   2.808
300000   2.49602
305000   2.496
310000   2.808
315000   2.808
320000   2.80802
325000   2.808
330000   3.744
335000   2.184
340000   2.18402
345000   2.808
350000   3.12
355000   3.12
360000   3.12002
365000   4.056
370000   3.12
375000   3.12002
380000   3.12
385000   3.12
390000   2.80802
395000   3.12
400000   3.12
405000   3.432
410000   3.12002
415000   2.80799
420000   3.12
425000   3.12002
430000   3.12
435000   3.744
440000   3.43202
445000   3.744
450000   3.432
455000   3.74402
460000   3.744
465000   3.432
470000   3.43202
475000   4.056
480000   4.05602
485000   3.432
490000   3.744
495000   4.05602
500000   4.368
505000   4.368
510000   3.74402
515000   4.368
520000   4.68002
525000   4.68
530000   4.05602
535000   3.744
540000   4.68
545000   4.68002
550000   4.368
555000   4.36801
560000   4.368
565000   4.368
570000   4.68002
575000   4.68
580000   4.99202
585000   3.432
590000   4.99202
595000   5.304
600000   5.30402
605000   4.992
610000   4.99202
615000   4.992
620000   4.99202
625000   4.68
630000   4.99202
635000   5.304
640000   5.30402
645000   5.616
650000   5.304
655000   5.61602
660000   4.99202
665000   5.616
670000   5.92802
675000   4.992
680000   5.30402
685000   5.304
690000   5.61602
695000   5.616
700000   5.30402
705000   5.928
710000   5.92802
715000   5.616
720000   6.24002
725000   5.616
730000   5.92802
735000   5.92802
740000   6.24
745000   5.61602
750000   6.552
755000   6.24002
760000   6.552
765000   6.86402
770000   6.55202
775000   6.24
780000   5.61602
785000   6.24
790000   5.30402
795000   6.55202
800000   6.552
805000   6.55202
810000   6.55202
815000   6.552
820000   6.55202
825000   6.552
830000   7.48802
835000   6.24002
840000   6.55199
845000   7.48802
850000   6.55202
855000   6.864
860000   6.86402
865000   7.17602
870000   6.86399
875000   6.55202
880000   6.86402
885000   7.8
890000   7.80002
895000   7.80002
900000   7.8
905000   7.48802
910000   7.48802
915000   7.48802
920000   7.488
925000   7.17602
930000   7.48799
935000   7.488
940000   7.80002
945000   7.80002
950000   7.48802
955000   8.112
960000   7.48802
965000   7.80002
970000   8.11202
975000   7.488
980000   8.11202
985000   7.48801
990000   8.11202
995000   8.112
