1000   0
2000   0
3000   0
4000   0
5000   0
6000   0
7000   0
8000   0
9000   0.311999
10000   0
11000   0
12000   0
13000   0.312018
14000   0
15000   0
16000   0
17000   0
18000   0
19000   0
20000   0
21000   0
22000   0.311999
23000   0
24000   0.311999
25000   0
26000   0.311999
27000   0
28000   0
29000   0
30000   0
31000   0
32000   0.311999
33000   0
34000   0.312004
35000   0
36000   0.311999
37000   0
38000   0
39000   0.311999
40000   0
41000   0.311999
42000   0.311999
43000   0
44000   0.311999
45000   0.312004
46000   0.311999
47000   0
48000   0.311999
49000   0.311999
50000   0.311999
51000   0
52000   0.311999
53000   0.311999
54000   0.312004
55000   0.311999
56000   0.311999
57000   0.311999
58000   0
59000   0.311999
60000   0.311999
61000   0.311999
62000   0.312004
63000   0.311999
64000   0.311999
65000   0.311999
66000   0.311999
67000   0.311999
68000   0.311999
69000   0.312023
70000   0.311999
71000   0.311999
72000   0.311999
73000   0.312004
74000   0.311999
75000   0.311999
76000   0.311999
77000   0.311999
78000   0.311999
79000   0.312004
80000   0.311999
81000   0.311999
82000   0.623999
83000   0.311999
84000   0.311999
85000   0.312004
86000   0.623999
87000   0.311999
88000   0.623999
89000   0.311999
90000   1.87202
91000   0.624003
92000   0.935998
93000   0.311999
94000   0.624003
95000   0.311999
96000   0.623999
97000   0.623999
98000   0.312004
99000   0.623999
100000   0.623999
101000   1.56
102000   0.311999
103000   0.623999
104000   0.311999
105000   0.624022
106000   0.623999
107000   0.623999
108000   0.311999
109000   0.624003
110000   0.623999
111000   0.311999
112000   0.311999
113000   0.311999
114000   0.623999
115000   0.623999
116000   0.624003
117000   0.623999
118000   0.311999
119000   0.623999
120000   0.624003
121000   0.623999
122000   0.623999
123000   0.311999
124000   0.624022
125000   0.623999
126000   0.311999
127000   0.312004
128000   0.623999
129000   0.623999
130000   0.623999
131000   0.936003
132000   0.623999
133000   1.248
134000   0.623999
135000   0.936003
136000   1.248
137000   1.248
138000   1.24802
139000   1.248
140000   1.248
141000   1.248
142000   1.248
143000   0.936003
144000   1.248
145000   1.248
146000   1.24802
147000   1.248
148000   1.248
