1000   0
2000   0
3000   0
4000   0
5000   0
6000   0
7000   0
8000   0
9000   0
10000   0
11000   0
12000   0
13000   0.311999
14000   0
15000   0
16000   0
17000   0
18000   0.311999
19000   0
20000   0.311999
21000   0
22000   0.311999
23000   0
24000   0.311999
25000   0
26000   0
27000   0.311999
28000   0
29000   0.311999
30000   0
31000   0
32000   0.311999
33000   0
34000   0.311999
35000   0.311999
36000   0
37000   0
38000   0.311999
39000   0.311999
40000   0
41000   0
42000   0.311999
43000   0.311999
44000   0.311999
45000   0.312004
46000   0
47000   0
48000   0
49000   0.311999
50000   0.311999
51000   0.311999
52000   0.312023
53000   0.311999
54000   0.311999
55000   0.311999
56000   0.311999
57000   0.311999
58000   0.311999
59000   0
60000   0
61000   0
62000   0.311999
63000   0.311999
64000   0.311999
65000   0.312004
66000   0.311999
67000   0.311999
68000   0.311999
69000   0.311999
70000   0.311999
71000   0.312004
72000   0.311999
73000   0.311999
74000   0.311999
75000   0.311999
76000   0.624003
77000   0.311999
78000   0.311999
79000   0.623999
80000   0.311999
81000   0.311999
82000   0.311999
83000   0.311999
84000   0.312004
85000   0.311999
86000   0.624003
87000   0.311999
88000   0.623999
89000   0.311999
90000   0.623999
91000   0.624003
92000   0.311999
93000   0.623999
94000   0.311999
95000   0.623999
96000   1.872
97000   0.312004
98000   0.623999
99000   0.623999
100000   0.623999
101000   0.624003
102000   0.623999
103000   0.311999
104000   0.311999
105000   0.624003
106000   0.623999
107000   0.311999
108000   0.624003
109000   0.311999
110000   0.623999
111000   0.311999
112000   0.624022
113000   0.623999
114000   0.623999
115000   0.624003
116000   0.623999
117000   0.311999
118000   0.311999
119000   0.311999
120000   0.623999
121000   0.311999
122000   0.312004
123000   0.311999
124000   0.311999
125000   0.311999
126000   0.311999
127000   0.623999
128000   0.623999
129000   0.624003
130000   0.624018
131000   0.936003
132000   0.935998
133000   1.248
134000   0.935998
135000   1.248
136000   1.248
137000   1.248
138000   0.935998
139000   1.248
140000   0.936022
141000   1.248
142000   0.935998
143000   0.936003
144000   1.248
145000   0.936003
146000   1.248
147000   1.248
148000   1.24802
